mean	0.839075	0.014866424588716676	0.01600129642339655	0.7255579959597082	0.02002542911633815	0.11882814155541428
stdev	0.0009120718173477578	0.0015592787192028033	0.005055825149860476	0.0031642871401570388	0.0005705832599210004	0.0038564436607656893
mean	0.8270500000000001	0.0192386011048071	0.007728971249904624	0.7153058044309154	0.016846789574062226	0.13191354100445005
stdev	0.0036121323342314083	0.0017740629290270771	0.0049769596807380245	0.008907473110759213	0.0021740076847513662	0.009623225856884533
mean						
stdev						
mean	0.8378	0.023658135228164796	0.006962556241897325	0.7331378459346336	0.0144098325916507	0.14091968637423183
stdev	0.0018641351882307102	0.0030436372184952437	0.0017086454726295032	0.0016564502673955287	0.001498425050193978	0.0017280680684785355
mean						
stdev						
mean	0.838175	0.024420439938692074	0.010563944177533674	0.7307486023776603	0.01562831108285645	0.14346259800805253
stdev	0.0020837166314064863	0.002244744618078875	0.005232876264084369	0.0018211698514018586	0.00048264640703242473	0.0008737244385712251
mean	0.823175	0.01036879983781585	0.0191050865553267	0.7112325459650213	0.014144945963127752	0.11146429328247508
stdev	0.0006098155458825495	0.001240597486805435	0.0008519731193381693	0.0007390267138431525	0.0008656566347938084	0.0022073179334604343
mean	0.822625	0.01988992546433815	0.0031362007168458496	0.7145233668534976	0.014727696545878351	0.1244437380801017
stdev	0.02005085721359562	0.00485731849450978	0.0024850786178410387	0.02361487735975525	0.002911343857604209	0.005973766094222535
mean						
stdev						
mean	0.831125	0.018971394567408425	0.006320064058567775	0.7092991413130769	0.013615172706081726	0.11077558804831526
stdev	0.001247747971346762	0.0008682641042852041	0.0026748441733933813	0.0015519769977557967	0.0009754160118415915	0.0015670904278182953
mean						
stdev						
mean	0.7758499999999999	0.012505418716732799	0.0138812628689087	0.6559505627349076	0.021932612841703676	0.13302606484424662
stdev	0.02115992674845545	0.0017691372189096077	0.007042257585658996	0.022065052993147913	0.00402209215852983	0.010281833039925248
mean	0.8424750000000001	0.028645691050831996	0.00362235949058185	0.7103615679544246	0.009165077346895475	0.10102776011866921
stdev	0.0013292385038058394	0.0019025592124644348	0.002135850662232488	0.001266082537336932	0.002001253101030302	0.000739788093015964
